state,startdate,enddate,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,poll_id
North Carolina,14-10-2016,27-10-2016,46.35746,44.08278,,47743
Illinois,10-04-2016,10-05-2016,50.46932,35.40455,3.538691,46546
Nevada,20-10-2016,22-10-2016,43.41813,47.041,3.903062,47337
Oregon,29-09-2016,10-01-2016,46.14342,36.09922,4.95322,46440
Pennsylvania,21-10-2016,27-10-2016,46.58923,45.94577,,47747
Washington,29-09-2016,10-03-2016,48.26598,34.14846,7.025667,46541
U.S.,15-09-2016,20-09-2016,45.43067,41.63627,5.668427,46006
Washington,25-09-2016,27-09-2016,45.55153,39.0817,4.139849,46233
Nebraska,25-09-2016,26-09-2016,30.55593,56.2346,4.339849,46229
South Carolina,25-10-2016,31-10-2016,36.86322,43.90281,6.185099,47981
Pennsylvania,30-09-2016,10-03-2016,49.78267,41.73648,3.041832,46450
Minnesota,14-10-2016,27-10-2016,38.433,37.50986,,47733
U.S.,10-10-2016,10-12-2016,46.09481,40.49783,4.822081,46793
Connecticut,25-10-2016,31-10-2016,45.42277,37.66595,5.685099,47947
Arizona,14-10-2016,27-10-2016,41.32328,42.25814,,47714
Kentucky,25-10-2016,31-10-2016,34.44392,47.18607,5.365099,47958
Massachusetts,14-10-2016,27-10-2016,54.00289,27.22281,,47731
Wisconsin,10-04-2016,10-05-2016,44.64756,38.36953,5.264072,46684
New Jersey,22-09-2016,29-09-2016,46.72911,40.03904,,46313
Colorado,20-10-2016,22-10-2016,44.40121,43.15017,4.903062,47335
Wisconsin,14-10-2016,27-10-2016,44.91393,41.97566,,47755
Florida,20-10-2016,22-10-2016,45.42139,46.01992,1.903062,47334
Kansas,25-10-2016,31-10-2016,44.83762,36.68859,5.0351,47957
Ohio,18-09-2016,20-09-2016,39.94913,44.29715,2.583928,45931
Minnesota,23-09-2016,23-09-2016,43.60408,42.45999,2.268418,46156
Colorado,29-09-2016,10-02-2016,48.98617,39.96622,4.972583,46331
North Carolina,18-09-2016,20-09-2016,42.80453,47.12421,2.583928,45930
Washington,14-10-2016,27-10-2016,44.65795,37.81142,,47753
Colorado,27-09-2016,29-09-2016,44.88872,36.87723,7.08318,46336
New Hampshire,29-09-2016,10-02-2016,46.1214,41.28188,3.270664,46746
U.S.,10-10-2016,13-10-2016,45.4138,44.20577,3.505818,46864
U.S.,24-10-2016,27-10-2016,45.12537,44.51327,3.983703,47711
Virginia,16-10-2016,19-10-2016,46.0004,37.05336,5.093813,47154
Arizona,26-10-2016,27-10-2016,40.47432,42.92028,4.795477,47707
New Hampshire,25-09-2016,27-09-2016,44.43027,39.80312,7.350421,46298
U.S.,10-08-2016,10-10-2016,45.53985,40.29195,5.037767,46745
Arizona,28-09-2016,30-09-2016,42.03263,44.46501,3.240234,46538
Nevada,18-09-2016,20-09-2016,42.95681,45.30632,4.583928,45929
Virginia,20-10-2016,22-10-2016,47.42861,42.97333,2.903062,47331
Ohio,27-09-2016,10-02-2016,43.87707,44.92164,5.119866,46519
California,09-07-2016,13-09-2016,52.1788,34.95387,4.122397,45893
Oregon,10-07-2016,27-10-2016,44.28069,38.31869,,47746
Colorado,14-10-2016,27-10-2016,42.60848,42.68517,,47717
Delaware,16-09-2016,28-09-2016,51.41431,32.24101,4.418305,46335
Tennessee,14-10-2016,27-10-2016,33.8555,43.43965,,47749
Ohio,20-10-2016,22-10-2016,41.41924,46.03379,3.903062,47330
Michigan,21-10-2016,27-10-2016,39.28171,36.65316,,47732
Maryland,14-10-2016,27-10-2016,52.22186,34.1658,,47730
Montana,10-03-2016,10-10-2016,30.02107,47.88833,5.361583,47466
Louisiana,25-10-2016,31-10-2016,33.5531,55.33328,5.595099,47959
U.S.,28-09-2016,10-02-2016,46.18697,43.36082,4.134324,46439
Ohio,09-09-2016,09-12-2016,41.173,46.2409,6.392526,45737
Wisconsin,20-10-2016,22-10-2016,45.40724,41.11124,4.903062,47336
U.S.,20-10-2016,23-10-2016,48.50693,49.68874,,47344
Pennsylvania,20-10-2016,22-10-2016,44.43086,41.95876,4.903062,47332
North Carolina,20-10-2016,22-10-2016,43.44029,46.89789,2.903062,47333
Tennessee,28-09-2016,10-02-2016,37.9197,51.35151,2.769537,46451
Indiana,14-10-2016,27-10-2016,36.24681,52.90313,,47724
Oklahoma,25-10-2016,31-10-2016,32.23605,53.60847,5.6251,47977
Nevada,27-09-2016,29-09-2016,45.41734,40.66595,5.16413,46305
Massachusetts,24-09-2016,10-03-2016,57.35578,29.44643,4.24787,46539
U.S.,28-09-2016,10-02-2016,45.59717,38.44775,7.736113,46511
Kentucky,10-07-2016,27-10-2016,36.08131,56.93784,,47727
Alabama,10-07-2016,27-10-2016,37.71748,52.16197,,47713
Alaska,28-09-2016,10-02-2016,33.21241,40.0038,13.01727,46565
Mississippi,25-10-2016,31-10-2016,30.79819,61.10508,3.615099,47966
New Mexico,25-10-2016,31-10-2016,43.52739,37.79945,13.9651,47973
U.S.,23-10-2016,26-10-2016,46.07986,43.76442,3.855162,47635
Utah,10-09-2016,10-09-2016,29.20589,33.26431,5.876591,46948
Missouri,14-10-2016,27-10-2016,39.84527,47.82725,,47735
Nebraska,25-10-2016,31-10-2016,32.31883,47.33427,3.475099,47970
Louisiana,10-07-2016,27-10-2016,32.6978,53.40933,,47728
Massachusetts,15-09-2016,20-09-2016,49.37214,36.13156,7.389446,46158
Connecticut,10-07-2016,27-10-2016,49.45784,37.28587,,47718
Michigan,10-01-2016,10-03-2016,44.8398,35.45074,6.601357,46529
U.S.,15-10-2016,18-10-2016,43.05326,41.63618,5.437468,47077
Ohio,22-09-2016,23-09-2016,43.80592,44.45974,3.574836,46032
Nevada,25-10-2016,31-10-2016,45.34118,39.11587,9.2251,47974
Arkansas,25-10-2016,31-10-2016,36.44434,41.8746,10.3551,47943
Oklahoma,10-07-2016,27-10-2016,33.09718,52.06385,,47745
Iowa,10-07-2016,27-10-2016,42.33075,42.29531,,47725
U.S.,27-10-2016,28-10-2016,43.2088,40.73125,6.59446,47858
Florida,10-11-2016,13-10-2016,46.07371,43.70263,0.7160667,46863
Maine CD-2,10-02-2016,10-03-2016,41.56592,40.18884,,46517
Pennsylvania,20-10-2016,26-10-2016,47.24892,41.56562,4.345241,47627
North Carolina,20-10-2016,26-10-2016,46.25868,45.51527,5.345241,47625
Florida,20-10-2016,26-10-2016,43.23912,47.61621,2.345241,47622
Ohio,20-10-2016,26-10-2016,41.2369,45.62769,5.345241,47626
U.S.,22-10-2016,25-10-2016,46.04037,41.98665,4.728122,47553
South Carolina,18-09-2016,26-09-2016,38.29468,43.76427,,46295
Florida,27-09-2016,10-04-2016,43.29416,42.17819,2.697601,46526
Montana,25-10-2016,31-10-2016,32.08398,45.14161,8.195099,47967
Maine,09-04-2016,09-10-2016,43.26672,40.86559,6.130181,45730
North Carolina,10-10-2016,10-12-2016,45.8127,42.50575,2.987973,46792
Kansas,10-07-2016,27-10-2016,35.47916,51.49335,,47726
Maryland,17-09-2016,20-09-2016,59.42524,27.73372,2.984806,45999
Florida,27-09-2016,10-02-2016,47.55545,42.39057,2.048141,46381
Minnesota,16-09-2016,20-09-2016,46.78192,40.14496,3.48693,46036
North Carolina,27-09-2016,30-09-2016,45.71648,42.28323,6.137463,46446
Pennsylvania,27-09-2016,10-02-2016,46.51798,42.31003,2.048141,46384
Florida,09-07-2016,09-12-2016,45.335,47.22797,2.131633,45800
New Hampshire,27-09-2016,29-09-2016,43.39995,38.34218,9.488863,46300
Pennsylvania,10-05-2016,10-07-2016,48.4819,41.66836,3.347528,46570
Arkansas,10-07-2016,27-10-2016,32.30223,53.79911,,47715
North Carolina,16-09-2016,19-09-2016,42.90472,44.3013,6.846241,45935
South Carolina,10-07-2016,27-10-2016,42.12398,49.36246,,47748
Ohio,27-09-2016,10-02-2016,43.56395,48.40883,3.048141,46383
Idaho,25-10-2016,31-10-2016,26.75679,50.06158,7.5051,47954
Kansas,09-01-2016,13-10-2016,42.20001,48.8012,6.289907,47765
Nevada,10-02-2016,10-04-2016,43.53769,43.65258,6.463401,46522
Nevada,10-07-2016,27-10-2016,37.92707,40.26785,,47738
U.S.,21-10-2016,24-10-2016,47.02932,40.17988,4.586251,47470
Utah,15-10-2016,16-10-2016,28.28488,32.23303,3.269212,46879
Georgia,20-09-2016,22-09-2016,39.63735,46.24555,2.840318,46016
North Carolina,27-09-2016,10-02-2016,47.48069,44.22988,4.048141,46382
Pennsylvania,19-09-2016,23-09-2016,43.07161,41.70831,3.386306,46019
Florida,19-09-2016,21-09-2016,45.83416,47.37077,1.216805,45945
Georgia,09-06-2016,09-08-2016,42.41709,46.72553,5.311677,45695
U.S.,15-09-2016,19-09-2016,45.31808,42.056,1.047777,45946
Georgia,15-09-2016,18-09-2016,42.67461,46.51036,5.306855,45888
Iowa,20-09-2016,22-09-2016,40.52428,41.85942,5.704531,46044
North Carolina,27-09-2016,28-09-2016,44.60185,43.46046,5.352058,46290
New Hampshire,17-09-2016,20-09-2016,48.24505,40.16068,7.394052,45915
Pennsylvania,21-09-2016,22-09-2016,46.33943,44.93927,5.100204,46055
Ohio,10-10-2016,10-12-2016,44.82365,43.69283,4.987973,46790
Virginia,10-10-2016,10-12-2016,45.81878,43.6096,3.987973,46791
U.S.,27-09-2016,28-09-2016,44.70179,41.63988,4.352058,46293
Florida,10-02-2016,10-04-2016,44.52805,45.62412,1.463402,46523
West Virginia,13-09-2016,17-09-2016,28.26596,60.45567,,46536
U.S.,09-11-2016,13-09-2016,42.85408,43.73389,5.512928,45812
Utah,10-12-2016,18-10-2016,24.05376,31.45146,3.222632,47100
U.S.,22-10-2016,26-10-2016,41.78627,37.7717,6.592966,47644
U.S.,20-10-2016,23-10-2016,48.03178,38.35381,4.443848,47329
Florida,16-09-2016,19-09-2016,46.87299,42.73302,3.349271,45901
Nevada,20-10-2016,22-10-2016,46.2459,43.96085,4.081309,47317
Arizona,09-06-2016,09-08-2016,38.72857,43.11706,7.311677,45694
New Hampshire,20-09-2016,25-09-2016,48.20235,44.73172,3.270528,46153
U.S.,10-03-2016,10-06-2016,45.61259,44.47908,3.428708,46553
Connecticut,09-02-2016,09-05-2016,52.18297,36.33534,5.263371,45414
Pennsylvania,28-09-2016,10-02-2016,47.7425,41.73801,2.607867,46442
Florida,10-02-2016,10-05-2016,44.74062,45.25571,3.360911,46769
New York,09-11-2016,15-09-2016,53.20889,33.67383,3.686092,45895
Texas,09-07-2016,09-10-2016,37.94008,43.19119,6.30435,45729
U.S.,18-09-2016,22-09-2016,46.9374,44.0338,3.121363,46035
Iowa,09-12-2016,14-09-2016,38.1489,47.0718,5.189121,45810
Maine,10-07-2016,27-10-2016,43.21905,39.67874,,47729
Iowa,09-06-2016,09-08-2016,41.88816,43.90862,6.217591,45704
Nebraska,10-07-2016,27-10-2016,33.02127,50.03713,,47737
West Virginia,25-10-2016,31-10-2016,38.29835,50.06599,2.265099,47991
U.S.,15-09-2016,19-09-2016,46.53186,42.08804,5.711617,46004
Maine CD-1,14-10-2016,15-10-2016,46.41251,38.67639,5.563552,47161
South Carolina,09-06-2016,09-12-2016,39.4603,53.07719,0.4890027,45738
Arkansas,09-09-2016,13-09-2016,30.81015,57.70457,1.476541,45816
Georgia,09-09-2016,13-09-2016,40.61908,45.47157,2.476541,45814
Maine CD-2,14-10-2016,15-10-2016,39.11876,39.99672,8.363552,47162
Georgia,13-09-2016,21-09-2016,42.2229,48.12753,5.448731,46001
Wisconsin,15-09-2016,18-09-2016,42.88395,40.62005,6.659817,45917
Michigan,18-09-2016,24-09-2016,48.06957,43.8236,4.312103,46321
Kansas,22-08-2016,23-08-2016,39.09209,45.6206,5.254416,45271
U.S.,21-10-2016,25-10-2016,42.57521,37.66494,6.451094,47645
Florida,09-10-2016,14-09-2016,43.18574,43.64782,4.65413,45884
U.S.,25-10-2016,30-10-2016,46.24717,43.82907,3.008261,47783
U.S.,22-09-2016,25-09-2016,46.1425,44.25965,4.742254,46039
Maine,14-10-2016,15-10-2016,42.91546,39.09138,6.663552,47160
North Carolina,18-09-2016,22-09-2016,42.02749,40.59344,2.517318,46163
New Jersey,09-02-2016,09-05-2016,49.0623,44.17973,1.263371,45417
Delaware,25-10-2016,31-10-2016,43.16262,40.67073,4.895099,47949
South Dakota,25-10-2016,31-10-2016,24.48609,49.1241,7.815099,47982
Kansas,09-06-2016,09-11-2016,36.97092,49.46037,5.186242,45731
Iowa,30-08-2016,31-08-2016,44.17684,42.8472,,45408
New Hampshire,09-06-2016,09-08-2016,40.10232,40.58687,10.31168,45697
Colorado,13-09-2016,21-09-2016,46.57984,43.56071,6.448731,46000
New Hampshire,10-07-2016,27-10-2016,41.65718,40.34906,,47739
Idaho,10-07-2016,27-10-2016,27.1255,53.42928,,47722
Colorado,09-09-2016,13-09-2016,40.00219,42.93876,9.476541,45813
Iowa,13-09-2016,21-09-2016,39.5792,45.55995,6.448731,46002
Virginia,09-06-2016,09-12-2016,43.24984,39.69017,4.594752,45808
Michigan,27-09-2016,28-09-2016,44.49101,38.69494,5.506645,46301
Virginia,13-09-2016,21-09-2016,47.38807,40.32798,4.448731,46003
Mississippi,10-07-2016,27-10-2016,31.98912,52.65133,,47734
Pennsylvania,09-12-2016,23-09-2016,44.92951,43.68616,1.514533,46159
U.S.,24-10-2016,29-10-2016,45.58977,41.99422,4.27518,47770
Illinois,09-12-2016,09-12-2016,53.47202,35.76566,0.4859072,45732
South Carolina,09-07-2016,09-09-2016,37.62013,49.84506,2.984379,45721
Hawaii,25-10-2016,31-10-2016,50.16858,29.50095,4.275099,47952
Wisconsin,19-09-2016,20-09-2016,46.24374,38.95558,7.795454,45938
Maine,25-10-2016,31-10-2016,46.45587,32.43061,2.175099,47962
New Jersey,09-06-2016,09-10-2016,51.986,34.55844,2.003714,46322
Colorado,10-03-2016,10-04-2016,40.80699,41.85954,8.193431,46561
California,09-12-2016,14-09-2016,60.44633,33.62968,-1.163266,45921
North Dakota,09-12-2016,17-09-2016,33.71296,47.11424,5.331525,45908
Nevada,27-09-2016,29-09-2016,45.19931,46.581,2.365592,46316
Florida,09-06-2016,09-11-2016,46.37995,43.96337,,45820
Missouri,26-08-2016,27-08-2016,40.0872,46.82061,,45259
West Virginia,10-07-2016,27-10-2016,35.00297,56.76012,,47754
Washington,09-12-2016,14-09-2016,41.60255,31.8183,10.83673,45923
Vermont,25-10-2016,31-10-2016,62.06531,22.96262,4.975099,47988
Nevada,09-11-2016,13-09-2016,43.04716,45.9509,5.157159,45793
Illinois,19-09-2016,21-09-2016,46.14171,39.1345,3.195454,45937
New Mexico,10-07-2016,27-10-2016,43.11424,36.50404,,47741
North Dakota,25-10-2016,31-10-2016,31.11988,53.9763,5.465099,47969
U.S.,20-10-2016,24-10-2016,41.97768,39.13887,6.608691,47347
Nevada,09-06-2016,09-08-2016,41.68236,45.05898,3.311678,45696
Colorado,21-09-2016,23-09-2016,41.93149,40.65472,5.569018,46027
Colorado,14-09-2016,18-09-2016,42.83756,38.00965,8.974485,45934
Wyoming,25-10-2016,31-10-2016,31.62636,63.08313,3.005099,47992
Florida,09-07-2016,09-08-2016,44.1373,48.97255,0.3803045,45705
Vermont,09-02-2016,09-05-2016,49.34533,27.54472,9.263371,45415
Ohio,09-10-2016,19-09-2016,39.97191,43.82773,6.547472,46013
Pennsylvania,09-10-2016,19-09-2016,46.88793,40.72742,3.547472,46014
Nevada,09-10-2016,19-09-2016,42.97998,44.83736,2.547472,46012
North Carolina,09-10-2016,19-09-2016,44.8198,42.64606,4.547472,46011
Alaska,25-10-2016,31-10-2016,34.2529,38.40547,8.375099,47941
Virginia,10-11-2016,14-10-2016,45.215,33.38382,7.687182,46869
New Hampshire,25-10-2016,31-10-2016,41.70151,43.8962,5.6651,47971
Pennsylvania,21-08-2016,28-08-2016,47.80805,43.13855,5.531615,45801
New York,28-08-2016,30-08-2016,54.15337,35.51072,4.419158,45243
U.S.,23-10-2016,28-10-2016,45.94712,41.2436,5.335781,47710
Ohio,09-07-2016,09-12-2016,42.3513,46.24802,4.131633,45799
Florida,10-05-2016,10-09-2016,49.65444,44.48428,-0.7598903,46778
Maine,15-09-2016,20-09-2016,42.23726,39.88603,8.920671,46026
Florida,10-10-2016,10-11-2016,46.30059,45.91316,3.102093,46759
Arizona,09-12-2016,14-09-2016,36.46532,40.6526,4.836734,45920
Maine CD-2,09-04-2016,09-10-2016,38.18021,48.75685,5.130181,45734
Texas,09-01-2016,09-11-2016,34.88254,42.86355,4.889664,45803
West Virginia,09-08-2016,09-10-2016,32.69416,60.96814,0.8045112,46023
Arizona,26-08-2016,28-08-2016,42.05109,45.83108,,45258
District of Columbia,20-10-2016,28-10-2016,85.4753,5.43164,0.938689,47663
Alaska,20-10-2016,28-10-2016,31.51401,45.2499,12.93869,47657
North Carolina,17-09-2016,22-09-2016,45.07547,44.33287,6.022974,46042
District of Columbia,25-10-2016,31-10-2016,52.83875,25.24611,1.425099,47948
California,09-09-2016,18-09-2016,51.10452,32.95924,6.111346,45933
U.S.,19-10-2016,23-10-2016,41.98534,38.29147,6.387163,47348
Arizona,27-08-2016,27-08-2016,41.08974,44.33267,5.568629,45246
Delaware,10-07-2016,27-10-2016,46.114,36.81105,,47719
Illinois,21-09-2016,24-09-2016,49.61226,35.87674,1.167028,46320
Maine CD-1,09-04-2016,09-10-2016,50.34441,32.96325,6.130181,45733
Iowa,31-08-2016,09-01-2016,41.15276,45.36276,4.226365,45273
Arizona,17-10-2016,18-10-2016,41.43341,43.54182,3.65984,47097
U.S.,10-03-2016,10-05-2016,42.30742,45.63598,5.742172,46528
New Hampshire,25-10-2016,27-10-2016,47.29388,40.13085,7.742692,47648
Utah,19-08-2016,21-08-2016,24.93717,39.83334,7.750044,44918
New Mexico,19-08-2016,21-08-2016,42.24555,34.94728,13.09744,44929
Wyoming,20-10-2016,28-10-2016,22.52345,60.2056,5.938689,47706
Massachusetts,09-03-2016,09-05-2016,52.46756,34.70235,5.263371,45416
Wyoming,09-06-2016,09-11-2016,20.71051,58.22426,7.130716,45919
South Carolina,30-08-2016,09-01-2016,39.85721,51.40487,-0.0009646,45404
Pennsylvania,25-10-2016,27-10-2016,47.34099,40.92666,4.742692,47651
Ohio,25-10-2016,27-10-2016,46.33278,42.96225,3.742692,47650
Florida,25-10-2016,27-10-2016,42.3343,48.95567,1.742693,47646
North Carolina,25-10-2016,27-10-2016,47.34765,44.89779,4.742692,47649
Nevada,25-10-2016,27-10-2016,43.33199,42.96567,7.742692,47647
U.S.,10-07-2016,10-08-2016,45.61459,41.90123,3.789037,46572
Florida,27-09-2016,28-09-2016,45.68945,44.61772,1.352059,46289
Arkansas,15-09-2016,17-09-2016,35.35917,55.97258,0.3928923,46005
U.S.,16-09-2016,19-09-2016,44.25224,40.13647,4.875959,45927
New Mexico,10-11-2016,10-11-2016,45.1941,36.90739,11.40305,46953
Massachusetts,09-07-2016,09-10-2016,56.48056,31.79562,4.750435,45736
Rhode Island,25-10-2016,31-10-2016,43.36883,42.50578,3.565099,47980
Minnesota,09-12-2016,14-09-2016,46.20448,42.62078,2.223438,45881
U.S.,27-09-2016,29-09-2016,45.29865,42.33182,4.976887,46311
Nevada,09-12-2016,14-09-2016,43.42151,45.5997,1.836734,45922
North Carolina,09-11-2016,09-12-2016,44.44167,45.00119,1.953571,45807
U.S.,22-10-2016,27-10-2016,45.20162,41.69476,5.707241,47633
Montana,10-07-2016,27-10-2016,27.86395,46.69345,,47736
Michigan,25-10-2016,25-10-2016,46.37273,42.30123,4.163585,47541
Pennsylvania,09-12-2016,16-09-2016,43.24651,35.93731,9.130623,45879
U.S.,28-09-2016,10-02-2016,45.16028,42.44354,,46530
U.S.,25-08-2016,28-08-2016,47.19399,41.54242,3.861022,45049
Oregon,09-02-2016,09-07-2016,46.75408,33.74094,6.671791,45720
Virginia,09-09-2016,09-11-2016,46.49164,40.84303,3.64727,45722
South Dakota,20-10-2016,28-10-2016,28.52271,53.20908,7.938689,47697
Rhode Island,20-10-2016,28-10-2016,46.47554,37.43047,4.938689,47695
Texas,29-09-2016,10-01-2016,39.58415,46.15228,2.010781,46518
Montana,20-10-2016,28-10-2016,33.51696,51.23603,5.938689,47682
Delaware,20-10-2016,28-10-2016,50.54058,36.12519,3.938689,47664
Louisiana,22-09-2016,24-09-2016,36.52187,47.24969,3.921838,46053
Mississippi,20-10-2016,28-10-2016,40.58313,48.92545,1.938689,47680
U.S.,19-09-2016,22-09-2016,46.2887,44.95132,2.283067,46020
U.S.,18-10-2016,22-10-2016,43.60324,37.31466,6.065513,47349
New Hampshire,20-10-2016,28-10-2016,46.48286,36.3961,7.938689,47685
Arizona,18-08-2016,23-08-2016,39.37015,46.11703,7.919983,44934
U.S.,09-09-2016,13-09-2016,44.22848,44.55466,3.348832,45806
Kentucky,14-09-2016,16-09-2016,32.22251,46.39645,3.681419,47048
West Virginia,20-10-2016,28-10-2016,26.52891,61.17999,2.938689,47704
Maryland,20-10-2016,28-10-2016,60.54823,27.08927,3.938689,47676
North Dakota,20-10-2016,28-10-2016,29.50573,54.28878,6.938689,47690
Oklahoma,13-09-2016,15-09-2016,36.60913,51.87358,3.372705,45878
Oklahoma,20-10-2016,28-10-2016,28.54996,57.08118,6.938689,47692
Hawaii,20-10-2016,28-10-2016,47.50217,31.30546,4.938689,47667
U.S.,15-08-2016,09-12-2016,46.7269,39.43667,1.942368,45796
Maryland,18-08-2016,30-08-2016,56.67094,28.44895,2.63979,45341
Vermont,20-10-2016,28-10-2016,51.49325,25.34734,5.938689,47701
North Carolina,18-09-2016,20-09-2016,44.20767,46.43226,3.9591,45912
Nebraska,20-10-2016,28-10-2016,30.53022,53.17381,5.938689,47683
Iowa,17-08-2016,19-08-2016,42.06528,43.1629,4.933308,44902
Arkansas,20-10-2016,28-10-2016,34.54526,52.1032,2.938689,47659
Alaska,13-09-2016,15-09-2016,34.0367,42.05449,6.506471,46555
Ohio,09-12-2016,14-09-2016,41.01471,44.62988,1.966241,45809
U.S.,21-10-2016,26-10-2016,43.96213,42.51698,5.7802,47547
Idaho,20-10-2016,28-10-2016,27.52463,48.20005,11.93869,47668
Louisiana,29-08-2016,09-01-2016,38.88453,47.28258,,45438
Ohio,10-07-2016,20-10-2016,41.55882,43.38447,,47216
U.S.,17-10-2016,21-10-2016,43.33321,39.32814,5.051391,47350
Tennessee,20-10-2016,28-10-2016,36.54553,51.10195,2.938689,47698
Indiana,20-10-2016,28-10-2016,34.54925,50.08448,8.938688,47670
Louisiana,15-09-2016,17-09-2016,34.56947,51.04384,4.000716,45911
U.S.,28-10-2016,30-10-2016,42.1843,42.80804,4.136641,47856
New Hampshire,24-10-2016,26-10-2016,48.23989,40.42881,5.614152,47624
Connecticut,20-10-2016,28-10-2016,49.51364,38.25165,2.938689,47662
California,23-08-2016,30-08-2016,55.88002,34.88351,2.790179,45724
Louisiana,20-10-2016,28-10-2016,35.56921,53.99077,1.938689,47674
Florida,09-07-2016,09-09-2016,46.16049,43.98106,3.059452,45699
Missouri,10-09-2016,10-11-2016,41.94545,47.67228,2.958665,46780
Alabama,20-10-2016,28-10-2016,34.57587,52.95955,2.938689,47656
Missouri,20-10-2016,28-10-2016,35.54582,48.10059,6.938689,47681
Nevada,24-10-2016,26-10-2016,44.28639,44.21734,7.614152,47623
Iowa,20-10-2016,28-10-2016,39.51987,44.22237,5.938689,47671
Washington,20-10-2016,28-10-2016,50.51219,34.25844,5.938689,47703
South Dakota,30-09-2016,20-10-2016,29.93882,49.22032,,47221
New Mexico,20-10-2016,28-10-2016,41.52626,35.1924,15.93869,47687
Ohio,29-08-2016,09-07-2016,39.73681,42.94352,10.0313,45433
New Jersey,20-10-2016,28-10-2016,52.52879,34.18052,0.938689,47686
Maine,20-10-2016,28-10-2016,49.49478,36.34015,3.938689,47675
Wisconsin,27-08-2016,30-08-2016,44.30637,40.60923,3.863389,45244
Kentucky,20-10-2016,28-10-2016,28.54414,61.10848,3.938689,47673
Illinois,20-10-2016,28-10-2016,49.54073,34.12449,4.938689,47669
U.S.,25-10-2016,27-10-2016,45.33242,45.96383,2.742692,47636
Rhode Island,09-02-2016,09-05-2016,46.48634,42.72657,4.263371,45419
U.S.,20-10-2016,25-10-2016,43.15107,42.51022,6.138329,47468
Michigan,09-10-2016,13-09-2016,41.07165,38.55568,5.716684,45817
